City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,PM2.5_Outlier,PM10_Outlier,NO_Outlier,NO2_Outlier,NOx_Outlier,NH3_Outlier,CO_Outlier,SO2_Outlier,O3_Outlier,Year,Month,Month_Name,Quarter,Quarter_Label,Day,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Year_Month,Season,PM25_PM10_Ratio,NO2_NOx_Ratio,O3_PM10_Ratio,Pollution_Index,Pollution_Index_Band,Pollutants_Above_City_Q3,City_Pollutant_Percentile,AQI_Lag_1,AQI_Change_1d,AQI_Rolling_7,AQI_RollingStd_7,AQI_Rolling_30,AQI_RollingStd_30
Bangalore,2017-01-20,117.0,157.8,41.2,135.2,197.4,45.0,2.77,93.8,31.8,289.8,Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,20,4,Friday,3,0,2017-01,Winter,0.741444866920152,0.6849037487335359,0.20152091254752852,51.87,Medium,4,52.2,369.4,-79.59999999999997,248.44285714285715,88.28449952932232,278.02000000000004,115.65603104568868
Bangalore,2017-01-21,143.0,90.2,27.4,106.1,128.4,23.1,2.17,29.8,130.7,317.9,Very Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,21,5,Saturday,3,1,2017-01,Winter,1.5853658536585364,0.8263239875389408,1.4490022172949,38.05,Low,0,38.3,289.8,28.099999999999966,248.9285714285714,88.71679123829435,278.1333333333333,115.69467049786313
Bangalore,2017-01-22,135.2,531.3,15.2,21.3,19.6,38.3,2.16,53.5,136.6,311.9,Very Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,22,6,Sunday,3,1,2017-01,Winter,0.25447016751364576,1.086734693877551,0.25710521362695277,40.58,Medium,2,40.7,317.9,-6.0,261.9857142857143,90.54263136908573,276.3366666666667,114.70056213472935
Bangalore,2017-01-23,295.6,312.9,147.0,42.9,170.9,40.1,8.5,92.4,28.4,445.6,Severe,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,23,0,Monday,4,0,2017-01,Winter,0.9447107702141261,0.25102399063779984,0.09076382230744647,61.5,High,3,61.3,311.9,133.70000000000005,310.6857142857143,83.22798865308559,277.01666666666665,115.66990215422393
Bangalore,2017-01-24,451.9,222.5,80.1,118.2,83.9,11.2,2.01,42.6,157.1,183.9,Moderate,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,24,1,Tuesday,4,0,2017-01,Winter,2.0310112359550563,1.4088200238379023,0.706067415730337,49.28,Medium,3,49.2,445.6,-261.70000000000005,299.97142857142853,95.00059147685572,272.3933333333333,116.55365475514493
Bangalore,2017-01-25,194.2,403.8,140.1,53.2,223.1,13.0,2.72,99.6,28.7,367.2,Very Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,25,2,Wednesday,4,0,2017-01,Winter,0.48093115403665176,0.2384580905423577,0.07107478949975235,52.01,Medium,2,52.0,183.9,183.29999999999998,326.5285714285714,81.2921421845459,280.7933333333333,113.88433918956375
Bangalore,2017-01-26,229.3,458.7,54.4,86.5,133.8,7.8,4.32,33.8,17.0,440.7,Severe,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,26,3,Thursday,4,0,2017-01,Winter,0.499890996293874,0.6464872944693572,0.037061260082842815,40.2,Medium,1,40.1,367.2,73.5,336.7142857142857,91.39783784042599,283.48999999999995,116.74161965049407
Bangalore,2017-01-27,359.0,476.5,10.4,54.9,152.3,35.0,8.51,85.1,37.7,466.3,Severe,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,27,4,Friday,4,0,2017-01,Winter,0.7534102833158447,0.3604727511490479,0.07911857292759707,57.0,Medium,3,56.9,440.7,25.600000000000023,361.92857142857144,100.21857303390635,294.2866666666667,118.21162126584177
Bangalore,2017-01-28,398.7,586.7,97.9,96.9,237.2,47.6,2.15,57.1,130.1,144.0,Moderate,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,28,5,Saturday,4,1,2017-01,Winter,0.6795636611556161,0.40851602023608774,0.2217487642747571,69.42,High,4,69.6,466.3,-322.3,337.0857142857143,130.0620035287201,289.2566666666667,121.35333331123245
Bangalore,2017-01-29,459.5,280.4,25.7,98.7,56.6,22.8,1.95,46.8,79.6,230.4,Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,29,6,Sunday,4,1,2017-01,Winter,1.6387303851640516,1.743816254416961,0.2838801711840228,43.52,Medium,1,43.5,144.0,86.4,325.4428571428571,136.19555618231297,291.3066666666667,119.75904237211073
Bangalore,2017-01-30,23.6,485.4,175.0,56.1,127.9,41.6,2.86,65.5,3.0,479.1,Severe,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,30,0,Monday,5,0,2017-01,Winter,0.04861969509682736,0.43862392494136043,0.006180469715698393,48.94,Medium,3,49.0,230.4,248.70000000000002,330.2285714285714,141.60263314743042,301.90333333333336,121.89516831060715
Bangalore,2017-01-31,369.5,333.9,198.3,132.9,94.1,25.2,9.63,66.2,60.6,283.9,Poor,0,0,0,0,0,0,0,0,0,2017,1,January,1,Q1,31,1,Tuesday,5,0,2017-01,Winter,1.1066187481281822,1.412327311370882,0.18149146451033246,66.46,High,3,66.5,479.1,-195.20000000000005,344.5142857142857,128.84975007829132,304.74,120.39403009600852
Bangalore,2017-02-01,341.8,436.7,185.6,2.8,165.2,38.5,2.01,93.5,63.5,491.8,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,1,2,Wednesday,5,0,2017-02,Winter,0.7826883444011908,0.01694915254237288,0.14540874742386078,58.25,Medium,3,58.4,283.9,207.90000000000003,362.31428571428575,140.57863076787834,313.75,124.00974586283742
Bangalore,2017-02-02,454.6,517.6,132.9,12.2,119.4,48.2,4.03,48.7,47.7,125.2,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,2,3,Thursday,5,0,2017-02,Winter,0.8782843894899537,0.10217755443886097,0.09215610510046368,56.53,Medium,3,56.6,491.8,-366.6,317.24285714285713,160.43323488960417,304.0733333333334,127.08441379604756
Bangalore,2017-02-03,73.8,39.0,153.0,4.4,0.1,43.3,8.23,36.3,110.1,177.8,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,3,4,Friday,5,0,2017-02,Winter,1.8923076923076922,44.0,2.823076923076923,40.11,Medium,3,40.2,125.2,52.60000000000001,276.0285714285714,152.6263925875396,302.81,128.17690186774593
Bangalore,2017-02-04,20.0,122.4,56.8,132.6,13.2,43.1,8.56,82.6,89.6,182.0,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,4,5,Saturday,5,1,2017-02,Winter,0.16339869281045752,10.045454545454545,0.7320261437908496,49.52,Medium,4,49.6,177.8,4.199999999999989,281.45714285714286,147.74552285537987,297.20333333333326,129.7021029349451
Bangalore,2017-02-05,173.7,92.7,59.1,8.0,171.9,36.6,1.53,59.9,70.0,341.4,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,5,6,Sunday,5,1,2017-02,Winter,1.8737864077669901,0.04653868528214078,0.7551240560949298,37.47,Low,0,37.6,182.0,159.39999999999998,297.3142857142857,147.30841148840804,304.3233333333333,125.88876503055992
Bangalore,2017-02-06,305.6,460.7,36.2,45.3,180.5,43.7,3.12,27.3,186.3,455.6,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,6,0,Monday,6,0,2017-02,Winter,0.6633383980898633,0.25096952908587256,0.40438463208161496,55.27,Medium,3,55.3,341.4,114.20000000000005,293.9571428571429,142.66980359257144,315.96999999999997,123.05786177578251
Bangalore,2017-02-07,387.0,127.7,95.2,57.4,61.4,41.5,7.35,52.4,97.6,166.8,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,7,1,Tuesday,6,0,2017-02,Winter,3.0305403288958495,0.9348534201954397,0.764291307752545,51.87,Medium,2,51.9,455.6,-288.8,277.2285714285714,150.68560774324942,308.69666666666666,125.26570239056775
Bangalore,2017-02-08,395.8,530.3,88.5,76.2,90.0,31.2,4.87,57.0,173.4,212.2,Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,8,2,Wednesday,6,0,2017-02,Winter,0.7463699792570244,0.8466666666666667,0.32698472562700365,61.49,High,3,61.4,166.8,45.39999999999998,237.28571428571428,117.79693584825606,310.09,123.89940121198993
Bangalore,2017-02-09,341.4,50.2,183.0,55.3,248.2,47.1,3.37,5.8,37.3,491.4,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,9,3,Thursday,6,0,2017-02,Winter,6.800796812749003,0.22280419016921837,0.743027888446215,50.74,Medium,3,50.8,212.2,279.2,289.6,139.11031593666965,311.53999999999996,125.80765724187718
Bangalore,2017-02-10,270.5,561.0,143.6,124.9,135.3,16.9,9.06,9.0,146.1,420.5,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,10,4,Friday,6,0,2017-02,Winter,0.482174688057041,0.9231337767923133,0.260427807486631,62.58,High,3,62.6,491.4,-70.89999999999998,324.2714285714286,136.82768621257088,309.6933333333333,123.70086257702023
Bangalore,2017-02-11,139.5,288.9,84.9,105.8,32.1,42.7,0.4,92.5,20.9,315.2,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,11,5,Saturday,6,1,2017-02,Winter,0.4828660436137072,3.2959501557632396,0.07234337140879198,43.8,Medium,2,43.9,420.5,-105.30000000000001,343.3,122.22753372297109,309.0133333333333,123.60957649914849
Bangalore,2017-02-12,29.9,475.1,126.8,131.0,215.5,21.3,4.36,26.7,170.6,464.3,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,12,6,Sunday,6,1,2017-02,Winter,0.06293411913281415,0.6078886310904872,0.35908229846348133,57.81,Medium,4,57.8,315.2,149.10000000000002,360.85714285714283,130.45882948453976,308.4733333333333,122.86774760814508
Bangalore,2017-02-13,387.7,82.9,157.9,96.1,11.9,2.3,5.8,77.4,190.4,255.3,Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,13,0,Monday,7,0,2017-02,Winter,4.6767189384800965,8.07563025210084,2.2967430639324484,52.71,Medium,4,52.5,464.3,-209.0,332.24285714285713,128.16115970582857,306.5,123.24244118948965
Bangalore,2017-02-14,248.7,411.0,198.6,34.8,67.9,40.3,2.27,93.1,142.2,399.0,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,14,1,Tuesday,7,0,2017-02,Winter,0.6051094890510949,0.5125184094256259,0.345985401459854,59.49,Medium,3,59.6,255.3,143.7,365.41428571428565,106.40682040438696,312.45,123.25617491700937
Bangalore,2017-02-15,443.6,414.5,193.7,8.2,177.9,13.4,8.16,26.2,23.2,380.6,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,15,2,Wednesday,7,0,2017-02,Winter,1.070205066344994,0.04609331084879145,0.05597104945717732,53.06,Medium,3,52.8,399.0,-18.399999999999977,389.4714285714286,82.29948793452932,321.64666666666665,117.37318243117976
Bangalore,2017-02-16,64.7,405.6,67.5,12.1,189.8,13.0,0.44,58.8,31.9,369.4,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,16,3,Thursday,7,0,2017-02,Winter,0.15951676528599606,0.06375131717597471,0.07864891518737671,33.71,Low,0,33.4,380.6,-11.200000000000045,372.04285714285714,68.95212970225226,325.33,117.06963489220048
Bangalore,2017-02-17,128.0,159.7,194.8,136.1,129.8,14.7,3.81,19.3,168.3,306.4,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,17,4,Friday,7,0,2017-02,Winter,0.8015028177833439,1.0485362095531585,1.0538509705698185,51.47,Medium,3,51.6,369.4,-63.0,355.74285714285713,69.07415959539108,329.5,113.94882699007404
Bangalore,2017-02-18,473.8,170.5,96.1,50.7,68.4,11.5,9.96,12.8,82.9,199.5,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,18,5,Saturday,7,1,2017-02,Winter,2.7788856304985337,0.7412280701754386,0.486217008797654,45.47,Medium,2,45.7,306.4,-106.89999999999998,339.2142857142857,90.81408533503011,323.8366666666667,116.09917129210125
Bangalore,2017-02-19,301.8,391.8,36.0,1.7,217.9,44.6,9.78,25.8,18.6,451.8,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,19,6,Sunday,7,1,2017-02,Winter,0.7702909647779479,0.0078017439192290036,0.04747320061255743,50.45,Medium,3,50.7,199.5,252.3,337.42857142857144,88.02459342490079,329.2366666666666,118.20975361861957
Bangalore,2017-02-20,158.8,410.4,50.9,12.9,143.9,6.9,0.76,8.8,104.2,375.4,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,20,0,Monday,8,0,2017-02,Winter,0.3869395711500975,0.08964558721334259,0.25389863547758285,30.45,Low,0,30.6,451.8,-76.40000000000003,354.5857142857143,80.75284161298265,331.15333333333336,118.48543554708168
Bangalore,2017-02-21,31.9,565.1,37.2,2.7,239.9,29.4,5.85,17.0,19.5,148.0,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,21,1,Tuesday,8,0,2017-02,Winter,0.05645018580782162,0.011254689453939141,0.0345071668731198,40.11,Medium,2,40.2,375.4,-227.39999999999998,318.72857142857146,108.65159477715498,325.69,123.09292354796938
Bangalore,2017-02-22,356.3,54.5,172.8,141.5,233.2,27.6,4.99,95.7,108.3,161.5,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,22,2,Wednesday,8,0,2017-02,Winter,6.537614678899083,0.6067753001715266,1.9871559633027522,67.7,High,4,67.7,148.0,13.5,287.4285714285714,118.92990532642506,316.22,124.47042135826268
Bangalore,2017-02-23,464.0,431.0,6.8,96.2,137.3,14.9,5.73,27.1,151.4,401.0,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,23,3,Thursday,8,0,2017-02,Winter,1.0765661252900232,0.7006554989075018,0.35127610208816706,53.0,Medium,2,52.9,161.5,239.5,291.9428571428571,123.0869862758701,323.4566666666667,122.81211802315501
Bangalore,2017-02-24,429.9,579.3,68.4,1.9,180.6,31.4,2.29,71.0,155.7,181.8,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,24,4,Friday,8,0,2017-02,Winter,0.7421025375453133,0.010520487264673311,0.2687726566545831,58.31,Medium,3,58.2,401.0,-219.2,274.14285714285717,129.49066706578859,317.27666666666664,125.17698280030764
Bangalore,2017-02-25,17.4,188.3,38.7,35.2,232.9,35.6,2.85,15.2,25.1,159.0,Moderate,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,25,5,Saturday,8,1,2017-02,Winter,0.0924057355284121,0.15113782739373122,0.1332979288369623,33.14,Low,1,33.4,181.8,-22.80000000000001,268.35714285714283,134.20071854182788,307.88666666666666,126.1610977073069
Bangalore,2017-02-26,297.5,26.6,95.6,133.1,19.1,29.3,9.54,9.7,147.6,447.5,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,26,6,Sunday,8,1,2017-02,Winter,11.18421052631579,6.968586387434554,5.548872180451127,49.51,Medium,2,49.8,159.0,288.5,267.74285714285713,133.22739779718574,307.26,125.3914384142163
Bangalore,2017-02-27,334.8,187.2,104.9,108.2,22.9,29.7,7.89,6.8,86.3,484.8,Severe,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,27,0,Monday,9,0,2017-02,Winter,1.7884615384615385,4.724890829694323,0.46100427350427353,46.69,Medium,1,46.9,447.5,37.30000000000001,283.37142857142857,152.9222102277901,318.61999999999995,125.52819548638855
Bangalore,2017-02-28,157.7,309.4,179.1,65.7,15.4,44.3,3.84,80.1,32.2,329.2,Very Poor,0,0,0,0,0,0,0,0,0,2017,2,February,1,Q1,28,1,Tuesday,9,0,2017-02,Winter,0.5096961861667744,4.266233766233766,0.10407239819004527,49.54,Medium,3,49.5,484.8,-155.60000000000002,309.25714285714287,141.06473522397283,321.9133333333333,124.42506326225482
Bangalore,2017-03-01,384.4,230.0,2.4,0.7,24.7,13.3,7.2,31.7,17.8,186.7,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,1,2,Wednesday,9,0,2017-03,Winter,1.671304347826087,0.02834008097165992,0.0773913043478261,29.55,Low,1,29.4,329.2,-142.5,312.85714285714283,136.92632881885632,312.1666666666667,123.13314445902785
Bangalore,2017-03-02,24.1,92.2,138.9,39.0,242.5,9.5,6.89,14.3,27.7,161.0,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,2,3,Thursday,9,0,2017-03,Winter,0.2613882863340564,0.16082474226804125,0.3004338394793926,36.52,Low,1,36.5,186.7,-25.69999999999999,278.57142857142856,141.15935102200078,308.07,126.11437652193835
Bangalore,2017-03-03,175.3,205.5,65.5,144.4,116.2,9.6,0.04,65.7,65.2,342.7,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,3,4,Friday,9,0,2017-03,Winter,0.8530413625304136,1.242685025817556,0.3172749391727494,40.3,Medium,1,40.5,161.0,181.7,301.5571428571428,135.7725654313476,303.1,121.47679500274081
Bangalore,2017-03-04,129.7,296.6,59.7,49.2,18.6,13.4,6.72,33.6,99.7,307.7,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,4,5,Saturday,9,1,2017-03,Winter,0.4372892784895481,2.6451612903225805,0.33614295347269046,35.88,Low,0,35.8,342.7,-35.0,322.8,120.52767317093628,309.18333333333334,116.73788524114487
Bangalore,2017-03-05,167.1,16.5,28.6,99.9,174.7,34.8,5.34,96.7,117.7,336.4,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,5,6,Sunday,9,1,2017-03,Winter,10.127272727272727,0.5718374356038924,7.133333333333334,51.72,Medium,1,51.7,307.7,28.69999999999999,306.92857142857144,108.03785932541929,314.47,114.14524670273218
Bangalore,2017-03-06,205.2,74.7,42.5,24.5,109.3,0.5,7.33,42.7,131.7,365.6,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,6,0,Monday,10,0,2017-03,Winter,2.746987951807229,0.2241537053979872,1.763052208835341,35.29,Low,0,35.4,336.4,29.200000000000045,289.9,81.45280842303748,320.59000000000003,111.69344237226076
Bangalore,2017-03-07,146.6,271.5,51.7,116.3,155.1,17.2,9.81,85.4,169.2,320.6,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,7,1,Tuesday,10,0,2017-03,Winter,0.539963167587477,0.749838813668601,0.6232044198895027,60.28,High,4,60.3,365.6,-45.0,288.6714285714285,80.82367050738144,319.8966666666667,111.62434687868043
Bangalore,2017-03-08,362.3,202.7,70.4,24.8,220.3,28.0,9.52,68.0,63.2,194.0,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,8,2,Wednesday,10,0,2017-03,Winter,1.7873704982733105,0.11257376305038584,0.3117908238776517,55.21,Medium,2,55.4,320.6,-126.60000000000002,289.7142857142857,79.3218008824695,311.1766666666667,110.87322267232574
Bangalore,2017-03-09,223.6,122.4,190.9,42.1,89.2,43.2,3.9,12.7,36.4,379.7,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,9,3,Thursday,10,0,2017-03,Winter,1.826797385620915,0.47197309417040356,0.2973856209150327,42.29,Medium,2,42.3,194.0,185.7,320.95714285714286,61.167716352742445,318.2733333333333,108.09210929551722
Bangalore,2017-03-10,391.3,81.4,141.4,55.5,0.9,39.5,1.52,97.7,176.9,221.1,Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,10,4,Friday,10,0,2017-03,Winter,4.807125307125307,61.666666666666664,2.173218673218673,53.36,Medium,4,53.4,379.7,-158.6,303.5857142857143,70.5162730290307,318.57,107.80277058048
Bangalore,2017-03-11,234.5,562.0,163.2,124.6,141.8,25.5,7.31,97.4,28.4,388.1,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,11,5,Saturday,10,1,2017-03,Winter,0.41725978647686834,0.8787023977433003,0.050533807829181494,66.41,High,4,66.3,221.1,167.00000000000003,315.07142857142856,77.50005837171405,315.1266666666667,103.66228301335177
Bangalore,2017-03-12,157.6,280.9,198.6,24.4,37.0,7.3,1.97,52.7,143.3,329.1,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,12,6,Sunday,10,1,2017-03,Winter,0.5610537557849768,0.6594594594594594,0.5101459594161624,40.82,Medium,1,40.8,388.1,-59.0,314.02857142857147,77.21380952234139,312.08000000000004,101.78466926090455
Bangalore,2017-03-13,278.7,242.1,144.4,89.3,164.2,24.4,6.94,6.1,20.6,428.7,Severe,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,13,0,Monday,11,0,2017-03,Winter,1.151177199504337,0.5438489646772229,0.08508880627839736,47.57,Medium,0,47.5,329.1,99.59999999999997,323.04285714285714,87.26679126187057,315.86333333333334,103.99014039249387
Bangalore,2017-03-14,405.7,209.4,59.5,45.6,8.8,2.4,3.76,52.2,67.7,173.0,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,14,1,Tuesday,11,0,2017-03,Winter,1.937440305635148,5.181818181818182,0.3233046800382044,34.24,Low,1,34.2,428.7,-255.7,301.9571428571429,104.15341020409701,306.15333333333336,103.24936247054848
Bangalore,2017-03-15,124.6,24.7,147.9,145.3,88.2,35.9,7.6,25.4,36.6,303.8,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,15,2,Wednesday,11,0,2017-03,Winter,5.044534412955466,1.6473922902494331,1.4817813765182186,47.4,Medium,2,47.6,173.0,130.8,317.64285714285717,92.83853110181619,307.77000000000004,102.80439461289644
Bangalore,2017-03-16,266.6,493.7,133.2,108.9,103.1,22.2,1.4,74.8,185.6,491.0,Severe,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,16,3,Thursday,11,0,2017-03,Winter,0.5400040510431436,1.056256062075655,0.3759368037269597,60.23,High,2,60.2,303.8,187.2,333.54285714285714,112.6542624898982,310.8366666666667,106.90984756207975
Bangalore,2017-03-17,124.0,512.4,51.7,16.9,180.5,8.9,8.34,66.9,176.4,303.3,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,17,4,Friday,11,0,2017-03,Winter,0.24199843871975021,0.09362880886426592,0.34426229508196726,52.87,Medium,3,52.8,491.0,-187.7,345.2857142857143,102.83633321239847,308.26,106.0989213114265
Bangalore,2017-03-18,368.3,8.3,60.5,27.7,165.8,15.8,2.03,63.6,107.5,110.6,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,18,5,Saturday,11,1,2017-03,Winter,44.373493975903614,0.16706875753920383,12.951807228915662,39.93,Low,0,39.8,303.3,-192.70000000000002,305.64285714285717,132.72483888535297,299.6333333333333,111.3477384169732
Bangalore,2017-03-19,60.8,142.8,192.0,30.1,58.5,48.7,4.81,94.9,18.7,135.0,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,19,6,Sunday,11,1,2017-03,Winter,0.42577030812324923,0.5145299145299146,0.13095238095238093,47.24,Medium,3,47.3,110.6,24.400000000000006,277.9142857142857,146.56166425287168,293.92,115.31520939252265
Bangalore,2017-03-20,111.3,307.2,64.4,6.1,114.9,8.1,0.03,41.9,27.5,270.3,Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,20,0,Monday,12,0,2017-03,Winter,0.3623046875,0.05308964316797214,0.08951822916666667,25.32,Low,0,25.3,135.0,135.3,255.28571428571428,130.77920870142736,296.28,114.03357158431824
Bangalore,2017-03-21,183.9,552.7,144.4,124.6,111.9,42.3,9.09,2.3,67.2,349.3,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,21,1,Tuesday,12,0,2017-03,Winter,0.33273023339967434,1.1134941912421805,0.12158494662565586,60.04,High,4,60.1,270.3,79.0,280.4714285714286,129.25860015598874,292.8633333333334,110.70003732776145
Bangalore,2017-03-22,212.8,590.2,114.9,101.5,185.1,29.8,2.74,90.6,72.1,371.5,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,22,2,Wednesday,12,0,2017-03,Winter,0.3605557438156557,0.5483522420313345,0.12216197899017281,61.53,High,2,61.6,349.3,22.19999999999999,290.14285714285717,133.74972719153328,292.73333333333335,110.602015113317
Bangalore,2017-03-23,408.2,216.3,153.8,111.1,244.0,48.0,5.57,40.5,61.0,177.6,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,23,3,Thursday,12,0,2017-03,Winter,1.8871937124364306,0.455327868852459,0.2820157189089228,65.44,High,4,65.4,371.5,-193.9,245.37142857142857,104.58240314517124,293.72,109.39175219492476
Bangalore,2017-03-24,261.9,66.0,10.1,17.6,20.6,6.9,0.47,22.5,148.4,411.9,Severe,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,24,4,Friday,12,0,2017-03,Winter,3.968181818181818,0.854368932038835,2.2484848484848485,22.62,Low,0,22.8,177.6,234.29999999999998,260.88571428571424,121.32330675474037,302.06666666666666,108.50464580339185
Bangalore,2017-03-25,49.7,182.5,51.2,98.3,176.9,41.5,5.33,62.3,120.0,155.2,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,25,5,Saturday,12,1,2017-03,Winter,0.2723287671232877,0.5556811758055398,0.6575342465753424,51.21,Medium,1,51.0,411.9,-256.7,267.25714285714287,113.00116307871757,293.8733333333333,110.04584916997185
Bangalore,2017-03-26,407.1,528.2,168.3,61.7,239.7,42.6,9.83,31.4,196.1,269.8,Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,26,6,Sunday,12,1,2017-03,Winter,0.7707307837940174,0.25740508969545267,0.37126088602801965,78.18,High,7,78.2,155.2,114.60000000000002,286.5142857142857,97.06890041909139,296.8066666666667,108.11129939775599
Bangalore,2017-03-27,484.7,8.4,111.4,149.4,25.3,26.1,9.92,10.9,190.2,254.8,Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,27,0,Monday,13,0,2017-03,Winter,57.70238095238095,5.905138339920948,22.64285714285714,57.91,Medium,4,57.9,269.8,-15.0,284.3,97.67531247283891,300.0,105.27820287219942
Bangalore,2017-03-28,211.0,398.2,41.1,78.1,34.8,46.0,8.02,61.9,139.9,370.1,Very Poor,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,28,1,Tuesday,13,0,2017-03,Winter,0.5298844801607233,2.2442528735632186,0.35133098945253644,55.46,Medium,2,55.3,254.8,115.30000000000001,287.27142857142854,100.26434584446807,297.42,102.4492419318648
Bangalore,2017-03-29,309.4,139.7,24.9,56.5,233.6,11.5,9.67,60.4,3.1,459.4,Severe,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,29,2,Wednesday,13,0,2017-03,Winter,2.2147458840372227,0.2418664383561644,0.022190408017179673,45.6,Medium,2,45.7,370.1,89.29999999999995,299.82857142857137,116.7245006312689,296.5733333333334,100.94114342913686
Bangalore,2017-03-30,442.3,237.0,92.4,65.2,71.0,5.2,1.23,51.1,148.5,191.4,Moderate,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,30,3,Thursday,13,0,2017-03,Winter,1.8662447257383967,0.9183098591549296,0.6265822784810127,43.79,Medium,1,43.7,459.4,-268.0,301.8,114.40962954809956,291.97999999999996,102.52809337461827
Bangalore,2017-03-31,279.2,110.7,23.0,84.7,77.0,30.3,4.71,37.1,180.0,429.2,Severe,0,0,0,0,0,0,0,0,0,2017,3,March,1,Q1,31,4,Friday,13,0,2017-03,Winter,2.5221318879855463,1.1,1.6260162601626016,45.32,Medium,1,45.4,191.4,237.79999999999998,304.27142857142854,117.33383590260351,300.06333333333333,103.49638169032038
