City,Date,Year,Month,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Anomaly,Anomaly_Label,Anomaly_Score,Cluster
Bangalore,2019-06-30,2019,6,Summer,114.0,526.2,196.3,9.9,207.8,20.6,2.3,19.5,159.0,279.5,Poor,0.0,Normal,-0.5418,1
Bangalore,2019-07-01,2019,7,Monsoon,120.2,363.2,9.7,44.2,192.4,14.6,4.59,53.6,39.2,316.3,Very Poor,0.0,Normal,-0.49255,1
Bangalore,2019-07-02,2019,7,Monsoon,111.7,354.2,71.3,89.3,88.8,47.2,8.73,31.2,5.9,305.0,Very Poor,0.0,Normal,-0.51655,0
Bangalore,2019-07-03,2019,7,Monsoon,26.9,457.2,148.5,38.6,117.2,41.3,2.49,61.9,42.5,438.6,Severe,0.0,Normal,-0.51124,0
Bangalore,2019-07-04,2019,7,Monsoon,361.7,39.4,51.3,123.1,57.3,33.0,5.88,92.6,46.4,148.4,Moderate,0.0,Normal,-0.51584,0
Bangalore,2019-07-05,2019,7,Monsoon,342.7,214.0,101.2,86.8,24.9,27.7,9.94,22.0,170.7,492.7,Severe,0.0,Normal,-0.51079,0
Bangalore,2019-07-06,2019,7,Monsoon,189.1,15.0,54.5,107.8,95.8,7.2,9.55,66.9,75.2,353.3,Very Poor,0.0,Normal,-0.5219,0
Bangalore,2019-07-07,2019,7,Monsoon,378.3,74.8,128.7,42.0,219.2,14.4,4.43,16.0,170.0,203.5,Poor,0.0,Normal,-0.50419,1
Bangalore,2019-07-08,2019,7,Monsoon,498.7,337.1,14.9,142.0,219.0,23.4,8.15,85.5,161.5,287.1,Poor,1.0,Anomaly,-0.55988,1
Bangalore,2019-07-09,2019,7,Monsoon,102.1,66.8,145.9,7.9,208.3,31.7,2.12,12.1,45.1,238.9,Poor,0.0,Normal,-0.52352,1
Bangalore,2019-07-10,2019,7,Monsoon,132.3,495.9,98.3,40.8,91.9,13.3,8.01,95.9,183.1,494.1,Severe,0.0,Normal,-0.52075,0
Bangalore,2019-07-11,2019,7,Monsoon,381.1,392.7,138.5,21.0,208.9,42.8,9.02,66.8,19.4,353.3,Very Poor,0.0,Normal,-0.5162,1
Bangalore,2019-07-12,2019,7,Monsoon,389.1,470.4,152.3,22.8,233.9,28.7,3.12,69.7,178.8,457.5,Severe,0.0,Normal,-0.50957,1
Bangalore,2019-07-13,2019,7,Monsoon,48.1,549.7,5.6,42.5,175.6,34.0,0.18,6.8,23.0,79.9,Satisfactory,1.0,Anomaly,-0.57905,1
Bangalore,2019-07-14,2019,7,Monsoon,114.0,366.8,116.8,125.1,170.9,43.9,6.54,64.2,18.1,320.8,Very Poor,0.0,Normal,-0.49817,1
Bangalore,2019-07-15,2019,7,Monsoon,313.5,149.9,188.9,77.4,86.0,46.6,5.57,3.9,196.2,463.5,Severe,0.0,Normal,-0.52214,0
Bangalore,2019-07-16,2019,7,Monsoon,409.7,471.7,168.7,74.1,17.3,49.4,6.95,3.2,58.8,459.4,Severe,0.0,Normal,-0.55053,0
Bangalore,2019-07-17,2019,7,Monsoon,461.1,575.7,174.5,13.8,191.3,34.5,9.68,92.3,168.5,196.0,Moderate,1.0,Anomaly,-0.5686,1
Bangalore,2019-07-18,2019,7,Monsoon,82.2,562.2,67.9,11.0,164.6,33.0,8.04,10.1,54.0,175.4,Moderate,0.0,Normal,-0.53862,1
Bangalore,2019-07-19,2019,7,Monsoon,141.6,93.3,150.4,23.4,233.3,16.8,9.0,41.6,57.5,316.8,Very Poor,0.0,Normal,-0.51784,1
Bangalore,2019-07-20,2019,7,Monsoon,383.5,514.6,28.8,8.0,112.1,3.5,6.82,52.8,2.2,160.1,Moderate,0.0,Normal,-0.54709,0
Bangalore,2019-07-21,2019,7,Monsoon,418.5,34.5,182.5,45.8,12.6,26.0,2.6,28.5,39.4,107.3,Moderate,0.0,Normal,-0.53288,0
Bangalore,2019-07-22,2019,7,Monsoon,152.5,571.6,184.7,131.1,91.3,38.1,6.21,83.7,20.6,325.2,Very Poor,0.0,Normal,-0.53479,0
Bangalore,2019-07-23,2019,7,Monsoon,253.1,62.6,158.6,126.5,207.9,8.3,3.56,80.9,153.4,403.1,Severe,0.0,Normal,-0.51197,1
Bangalore,2019-07-24,2019,7,Monsoon,126.8,408.5,190.3,31.7,91.0,43.8,5.26,95.2,119.5,373.1,Very Poor,0.0,Normal,-0.5196,0
Bangalore,2019-07-25,2019,7,Monsoon,256.2,63.0,118.5,54.3,52.6,0.9,4.38,69.9,4.5,406.2,Severe,0.0,Normal,-0.52419,0
Bangalore,2019-07-26,2019,7,Monsoon,41.2,157.9,48.9,51.6,20.3,3.2,8.78,81.5,146.3,184.7,Moderate,0.0,Normal,-0.53649,0
Bangalore,2019-07-27,2019,7,Monsoon,367.0,413.2,134.1,123.6,59.3,34.7,1.02,98.4,0.8,378.9,Very Poor,0.0,Normal,-0.54161,0
Bangalore,2019-07-28,2019,7,Monsoon,327.7,555.6,64.0,147.4,153.9,12.0,9.72,40.4,155.5,477.7,Severe,0.0,Normal,-0.53963,1
Bangalore,2019-07-29,2019,7,Monsoon,42.4,150.2,40.3,80.1,23.7,42.2,9.93,73.5,198.5,275.9,Poor,1.0,Anomaly,-0.56385,0
Bangalore,2019-07-30,2019,7,Monsoon,436.1,470.8,153.6,100.0,22.5,45.0,8.56,88.6,101.3,458.1,Severe,0.0,Normal,-0.52632,0
Bangalore,2019-07-31,2019,7,Monsoon,339.0,164.9,15.3,7.8,186.6,2.3,6.96,28.1,12.6,489.0,Severe,0.0,Normal,-0.54359,1
Bangalore,2019-08-01,2019,8,Monsoon,205.0,355.7,189.0,91.3,164.2,36.4,4.94,65.0,128.6,365.5,Very Poor,0.0,Normal,-0.47673,1
Bangalore,2019-08-02,2019,8,Monsoon,414.6,544.3,31.9,142.3,72.7,21.1,0.2,43.7,1.4,162.3,Moderate,1.0,Anomaly,-0.56176,0
Bangalore,2019-08-03,2019,8,Monsoon,464.1,12.0,86.9,137.3,171.0,42.7,4.13,77.5,21.7,157.3,Moderate,0.0,Normal,-0.53575,1
Bangalore,2019-08-04,2019,8,Monsoon,295.7,153.0,14.8,83.1,134.9,1.3,9.98,8.3,16.8,445.7,Severe,1.0,Anomaly,-0.56265,1
Bangalore,2019-08-05,2019,8,Monsoon,379.6,214.8,11.5,124.2,75.6,17.4,8.68,48.1,164.2,194.4,Moderate,0.0,Normal,-0.52008,0
Bangalore,2019-08-06,2019,8,Monsoon,459.1,588.3,64.6,95.6,17.4,17.7,4.95,10.3,153.9,179.2,Moderate,0.0,Normal,-0.53468,0
Bangalore,2019-08-07,2019,8,Monsoon,436.2,303.4,170.6,126.5,178.2,25.3,3.83,68.1,52.4,253.4,Poor,0.0,Normal,-0.48486,1
Bangalore,2019-08-08,2019,8,Monsoon,331.3,359.6,161.8,60.9,234.4,37.1,6.43,17.8,163.4,481.3,Severe,0.0,Normal,-0.49367,1
Bangalore,2019-08-09,2019,8,Monsoon,328.2,11.4,169.0,50.7,13.2,16.9,4.79,4.2,105.7,478.2,Severe,0.0,Normal,-0.52892,0
Bangalore,2019-08-10,2019,8,Monsoon,167.8,408.8,110.0,34.8,95.4,37.0,3.49,38.4,5.5,373.4,Very Poor,0.0,Normal,-0.49153,0
Bangalore,2019-08-11,2019,8,Monsoon,342.1,229.7,119.3,68.0,68.1,49.5,8.41,38.5,116.4,492.1,Severe,0.0,Normal,-0.49389,0
Bangalore,2019-08-12,2019,8,Monsoon,159.1,12.6,114.2,137.4,141.2,26.8,2.95,27.3,26.0,330.2,Very Poor,0.0,Normal,-0.50421,1
Bangalore,2019-08-13,2019,8,Monsoon,449.3,145.1,142.7,3.5,135.2,41.6,0.08,52.2,63.1,130.3,Moderate,0.0,Normal,-0.53332,1
Bangalore,2019-08-14,2019,8,Monsoon,393.9,337.0,70.0,17.1,143.1,41.6,3.58,4.1,96.4,287.0,Poor,0.0,Normal,-0.49772,1
Bangalore,2019-08-15,2019,8,Monsoon,255.6,451.7,36.3,7.4,209.6,11.1,8.29,71.8,77.4,430.7,Severe,0.0,Normal,-0.52026,1
Bangalore,2019-08-16,2019,8,Monsoon,171.7,53.2,133.3,9.6,41.1,27.6,7.22,31.2,9.8,339.9,Very Poor,0.0,Normal,-0.51302,0
Bangalore,2019-08-17,2019,8,Monsoon,308.4,208.6,41.9,56.7,198.1,5.8,0.47,96.7,81.9,458.4,Severe,0.0,Normal,-0.52422,1
Bangalore,2019-08-18,2019,8,Monsoon,65.7,281.5,82.4,102.7,11.3,12.2,1.88,3.5,141.5,231.5,Poor,0.0,Normal,-0.5172,0
Bangalore,2019-08-19,2019,8,Monsoon,284.0,576.2,106.5,18.9,94.4,1.4,6.06,29.5,190.0,434.0,Severe,0.0,Normal,-0.53621,0
Bangalore,2019-08-20,2019,8,Monsoon,355.4,559.1,37.1,23.4,100.1,7.3,2.64,22.8,6.1,107.8,Moderate,0.0,Normal,-0.5402,0
Bangalore,2019-08-21,2019,8,Monsoon,287.1,165.9,169.1,11.0,55.6,6.1,4.91,2.7,102.1,437.1,Severe,0.0,Normal,-0.52481,0
Bangalore,2019-08-22,2019,8,Monsoon,292.6,346.6,3.3,12.1,18.0,47.1,2.44,88.0,168.5,442.6,Severe,1.0,Anomaly,-0.56125,0
Bangalore,2019-08-23,2019,8,Monsoon,403.9,90.7,119.8,115.9,79.8,21.0,5.17,56.7,11.2,139.5,Moderate,0.0,Normal,-0.48814,0
Bangalore,2019-08-24,2019,8,Monsoon,95.1,257.6,27.1,17.1,42.5,9.2,3.89,80.2,35.2,215.0,Poor,0.0,Normal,-0.52127,0
Bangalore,2019-08-25,2019,8,Monsoon,355.5,553.1,94.8,121.9,211.3,22.7,4.3,7.7,45.8,141.9,Moderate,0.0,Normal,-0.51291,1
Bangalore,2019-08-26,2019,8,Monsoon,246.4,341.0,77.0,8.0,81.5,27.8,8.31,63.7,38.6,397.2,Very Poor,0.0,Normal,-0.48898,0
Bangalore,2019-08-27,2019,8,Monsoon,27.8,526.8,159.3,93.5,154.0,20.4,1.06,99.7,191.9,259.1,Poor,0.0,Normal,-0.55273,1
Bangalore,2019-08-28,2019,8,Monsoon,392.9,282.4,25.8,76.3,34.5,31.4,2.61,65.5,105.1,232.4,Poor,0.0,Normal,-0.48144,0
Bangalore,2019-08-29,2019,8,Monsoon,20.2,52.4,83.5,70.9,154.7,33.0,5.05,48.7,124.1,138.0,Moderate,0.0,Normal,-0.48407,1
Bangalore,2019-08-30,2019,8,Monsoon,428.3,569.9,68.1,129.4,47.3,22.9,9.11,22.4,60.6,188.8,Moderate,0.0,Normal,-0.52958,0
Bangalore,2019-08-31,2019,8,Monsoon,127.9,238.6,197.8,1.4,142.5,39.7,0.33,35.7,64.9,306.3,Very Poor,0.0,Normal,-0.53823,1
Bangalore,2019-09-01,2019,9,Monsoon,281.7,208.8,145.0,138.5,102.3,21.7,9.15,90.3,26.1,431.7,Severe,0.0,Normal,-0.51511,0
Bangalore,2019-09-02,2019,9,Monsoon,444.5,351.9,126.4,1.4,0.4,9.4,4.33,80.7,186.9,302.1,Very Poor,0.0,Normal,-0.55297,0
Bangalore,2019-09-03,2019,9,Monsoon,141.8,73.5,59.2,68.7,46.6,23.2,2.19,28.6,134.9,317.0,Very Poor,0.0,Normal,-0.48448,0
Bangalore,2019-09-04,2019,9,Monsoon,11.8,26.6,100.6,135.8,110.7,17.7,3.41,99.0,24.2,155.8,Moderate,0.0,Normal,-0.54919,0
Bangalore,2019-09-05,2019,9,Monsoon,361.9,447.0,160.9,142.0,248.5,40.7,8.06,5.6,42.1,424.0,Severe,0.0,Normal,-0.54439,1
Bangalore,2019-09-06,2019,9,Monsoon,342.0,248.8,10.5,52.7,77.5,35.8,5.13,91.9,156.4,492.0,Severe,0.0,Normal,-0.50384,0
Bangalore,2019-09-07,2019,9,Monsoon,250.0,310.6,110.2,30.5,170.9,33.8,2.16,66.7,187.1,400.0,Very Poor,0.0,Normal,-0.4802,1
Bangalore,2019-09-08,2019,9,Monsoon,454.7,97.0,89.0,14.5,213.0,14.9,0.07,95.5,48.1,105.8,Moderate,0.0,Normal,-0.55537,1
Bangalore,2019-09-09,2019,9,Monsoon,149.4,17.3,57.5,72.5,13.3,26.8,0.46,47.1,36.4,322.8,Very Poor,0.0,Normal,-0.52318,0
Bangalore,2019-09-10,2019,9,Monsoon,444.2,57.9,18.3,10.2,191.5,24.8,4.68,12.3,68.4,133.3,Moderate,0.0,Normal,-0.5358,1
Bangalore,2019-09-11,2019,9,Monsoon,322.2,346.2,196.1,18.4,48.9,43.4,1.57,97.8,86.7,472.2,Severe,0.0,Normal,-0.54399,0
Bangalore,2019-09-12,2019,9,Monsoon,46.2,148.2,100.2,90.4,21.3,24.6,3.07,93.7,49.7,132.4,Moderate,0.0,Normal,-0.51404,0
Bangalore,2019-09-13,2019,9,Monsoon,241.8,553.7,144.0,9.3,175.9,1.9,4.89,30.4,106.0,393.7,Very Poor,0.0,Normal,-0.51849,1
Bangalore,2019-09-14,2019,9,Monsoon,477.7,252.3,83.9,95.7,184.7,9.6,9.91,7.3,168.3,202.3,Poor,0.0,Normal,-0.53309,1
Bangalore,2019-09-15,2019,9,Monsoon,150.2,462.6,125.0,99.0,101.5,21.8,7.22,69.0,59.5,446.3,Severe,0.0,Normal,-0.45774,0
Bangalore,2019-09-16,2019,9,Monsoon,313.3,51.4,191.1,66.5,8.7,25.2,2.19,55.6,41.1,463.3,Severe,0.0,Normal,-0.51271,0
Bangalore,2019-09-17,2019,9,Monsoon,424.1,558.1,119.9,54.7,213.2,14.7,4.09,88.8,191.3,257.6,Poor,0.0,Normal,-0.52512,1
Bangalore,2019-09-18,2019,9,Monsoon,121.6,500.0,117.2,79.9,191.2,8.7,3.71,15.5,109.2,500.0,Severe,0.0,Normal,-0.48371,1
Bangalore,2019-09-19,2019,9,Monsoon,96.3,143.2,0.0,110.7,147.9,43.2,5.99,25.2,49.8,219.1,Poor,0.0,Normal,-0.51763,1
Bangalore,2019-09-20,2019,9,Monsoon,323.7,58.3,197.2,107.1,23.2,4.0,4.88,35.7,190.7,473.7,Severe,0.0,Normal,-0.54598,0
Bangalore,2019-09-21,2019,9,Monsoon,239.4,371.2,125.3,24.5,113.8,27.4,1.31,81.8,8.5,391.9,Very Poor,0.0,Normal,-0.49639,0
Bangalore,2019-09-22,2019,9,Monsoon,262.2,107.7,19.5,128.5,62.5,34.8,0.75,17.9,97.5,412.2,Severe,0.0,Normal,-0.51849,0
Bangalore,2019-09-23,2019,9,Monsoon,110.5,199.4,42.3,2.6,84.3,18.7,1.75,19.0,25.0,267.6,Poor,0.0,Normal,-0.52052,0
Bangalore,2019-09-24,2019,9,Monsoon,87.2,434.5,141.9,74.1,171.6,33.8,5.05,0.5,175.4,406.0,Severe,0.0,Normal,-0.50032,1
Bangalore,2019-09-25,2019,9,Monsoon,399.2,591.2,16.1,104.7,204.9,49.6,2.89,34.0,162.3,191.6,Moderate,0.0,Normal,-0.54554,1
Bangalore,2019-09-26,2019,9,Monsoon,154.9,299.2,135.8,104.4,155.2,31.3,5.39,65.4,123.2,327.0,Very Poor,0.0,Normal,-0.44892,1
Bangalore,2019-09-27,2019,9,Monsoon,43.3,24.6,71.7,14.3,219.7,28.1,6.33,95.8,111.6,154.0,Moderate,0.0,Normal,-0.5383,1
Bangalore,2019-09-28,2019,9,Monsoon,433.1,69.6,169.7,76.7,16.1,21.6,6.96,14.8,25.3,161.9,Moderate,0.0,Normal,-0.52866,0
Bangalore,2019-09-29,2019,9,Monsoon,454.6,106.7,100.6,150.0,100.6,6.9,8.42,44.1,196.8,271.6,Poor,0.0,Normal,-0.55026,0
Bangalore,2019-09-30,2019,9,Monsoon,325.3,151.2,145.9,97.6,119.5,6.9,1.76,0.6,12.7,475.3,Severe,0.0,Normal,-0.51523,0
Bangalore,2019-10-01,2019,10,Post-Monsoon,454.9,167.8,68.0,117.7,195.5,28.8,7.38,4.1,196.8,271.6,Poor,0.0,Normal,-0.52888,1
Bangalore,2019-10-02,2019,10,Post-Monsoon,261.6,528.6,149.1,106.1,153.9,18.6,0.45,71.6,159.3,411.6,Severe,0.0,Normal,-0.49511,1
Bangalore,2019-10-03,2019,10,Post-Monsoon,78.4,459.0,144.0,59.6,127.4,9.5,8.07,98.8,176.6,441.2,Severe,0.0,Normal,-0.52658,0
Bangalore,2019-10-04,2019,10,Post-Monsoon,354.8,560.0,163.4,122.0,105.8,43.0,0.97,33.9,136.6,153.6,Moderate,0.0,Normal,-0.51735,0
Bangalore,2019-10-05,2019,10,Post-Monsoon,320.2,180.5,174.0,107.7,20.4,9.1,9.45,10.1,118.1,470.2,Severe,0.0,Normal,-0.52404,0
Bangalore,2019-10-06,2019,10,Post-Monsoon,480.5,226.4,124.3,56.5,240.6,47.3,8.27,36.8,185.8,243.6,Poor,0.0,Normal,-0.53429,1
Bangalore,2019-10-07,2019,10,Post-Monsoon,171.0,585.1,21.3,38.7,183.9,28.6,6.62,48.3,187.2,339.4,Very Poor,0.0,Normal,-0.51261,1
Bangalore,2019-10-08,2019,10,Post-Monsoon,112.8,484.4,44.2,48.2,227.8,37.6,9.06,14.5,146.8,477.6,Severe,0.0,Normal,-0.53716,1
Bangalore,2019-10-09,2019,10,Post-Monsoon,197.8,596.6,1.2,81.5,182.8,44.9,7.89,83.9,172.1,359.9,Very Poor,0.0,Normal,-0.55674,1
Bangalore,2019-10-10,2019,10,Post-Monsoon,85.7,197.1,137.8,36.5,246.2,19.6,4.3,64.9,73.4,185.3,Moderate,0.0,Normal,-0.49428,1
Bangalore,2019-10-11,2019,10,Post-Monsoon,444.0,138.8,149.0,91.2,126.6,45.3,0.59,79.7,38.3,126.1,Moderate,0.0,Normal,-0.5137,0
Bangalore,2019-10-12,2019,10,Post-Monsoon,385.6,491.3,76.1,90.1,134.8,30.1,0.28,87.1,182.6,487.5,Severe,0.0,Normal,-0.51371,1
Bangalore,2019-10-13,2019,10,Post-Monsoon,467.7,237.2,197.1,51.4,44.5,25.4,9.89,81.2,170.0,203.5,Poor,0.0,Normal,-0.54932,0
Bangalore,2019-10-14,2019,10,Post-Monsoon,292.2,17.4,154.8,120.8,171.1,21.4,1.99,14.8,148.0,442.2,Severe,0.0,Normal,-0.50746,1
Bangalore,2019-10-15,2019,10,Post-Monsoon,135.7,102.6,41.5,117.6,213.1,25.7,3.64,70.2,67.7,312.3,Very Poor,0.0,Normal,-0.48717,1
Bangalore,2019-10-16,2019,10,Post-Monsoon,35.5,529.7,193.8,83.4,191.6,6.7,1.81,42.6,139.4,157.7,Moderate,0.0,Normal,-0.52781,1
Bangalore,2019-10-17,2019,10,Post-Monsoon,206.8,556.0,26.6,51.3,21.2,18.9,2.84,53.4,59.1,366.8,Very Poor,0.0,Normal,-0.5139,0
Bangalore,2019-10-18,2019,10,Post-Monsoon,332.8,189.4,14.8,45.0,163.1,3.6,3.0,40.7,150.3,482.8,Severe,0.0,Normal,-0.49312,1
Bangalore,2019-10-19,2019,10,Post-Monsoon,298.1,118.2,131.1,130.8,47.2,24.4,2.17,8.0,106.3,448.1,Severe,0.0,Normal,-0.49531,0
Bangalore,2019-10-20,2019,10,Post-Monsoon,60.9,219.7,76.8,82.1,178.8,42.9,2.56,62.9,191.0,256.8,Poor,0.0,Normal,-0.49573,1
Bangalore,2019-10-21,2019,10,Post-Monsoon,126.6,431.0,14.8,8.7,100.1,10.0,6.0,90.7,189.1,401.0,Severe,0.0,Normal,-0.53824,0
Bangalore,2019-10-22,2019,10,Post-Monsoon,10.5,541.9,117.2,96.2,239.0,42.0,2.47,75.8,116.5,123.9,Moderate,0.0,Normal,-0.5273,1
Bangalore,2019-10-23,2019,10,Post-Monsoon,282.4,246.6,84.3,135.1,70.6,15.8,7.2,44.0,99.6,432.4,Severe,0.0,Normal,-0.47115,0
Bangalore,2019-10-24,2019,10,Post-Monsoon,398.5,19.9,125.5,113.7,75.3,46.9,9.05,40.1,155.8,188.1,Moderate,0.0,Normal,-0.52515,0
Bangalore,2019-10-25,2019,10,Post-Monsoon,7.1,28.4,110.6,69.9,221.5,20.8,7.0,45.0,34.7,162.4,Moderate,0.0,Normal,-0.50738,1
Bangalore,2019-10-26,2019,10,Post-Monsoon,350.8,517.5,83.7,112.4,21.9,9.4,7.92,25.2,69.4,173.9,Moderate,0.0,Normal,-0.50305,0
Bangalore,2019-10-27,2019,10,Post-Monsoon,140.0,11.4,26.7,115.6,58.0,26.3,6.4,70.8,11.6,315.6,Very Poor,0.0,Normal,-0.5247,0
Bangalore,2019-10-28,2019,10,Post-Monsoon,159.7,210.2,149.6,12.4,231.7,11.4,4.76,59.5,117.5,330.7,Very Poor,0.0,Normal,-0.49414,1
Bangalore,2019-10-29,2019,10,Post-Monsoon,259.4,530.8,128.5,63.2,18.0,32.1,8.59,29.3,134.0,409.4,Severe,0.0,Normal,-0.50479,0
Bangalore,2019-10-30,2019,10,Post-Monsoon,451.6,360.7,139.5,49.9,171.0,15.8,4.98,11.5,110.9,313.2,Very Poor,0.0,Normal,-0.48326,1
Bangalore,2019-10-31,2019,10,Post-Monsoon,359.0,227.6,103.4,112.6,49.4,13.2,8.89,14.6,103.6,186.1,Moderate,0.0,Normal,-0.48873,0
Bangalore,2019-11-01,2019,11,Post-Monsoon,111.4,479.2,71.7,39.5,55.0,17.4,0.87,96.3,30.2,470.2,Severe,0.0,Normal,-0.52953,0
Bangalore,2019-11-02,2019,11,Post-Monsoon,40.6,206.7,144.9,44.2,193.3,43.9,6.8,10.9,60.2,171.2,Moderate,0.0,Normal,-0.50877,1
Bangalore,2019-11-03,2019,11,Post-Monsoon,435.2,226.4,142.4,99.3,54.1,21.5,9.61,51.6,12.4,195.1,Moderate,0.0,Normal,-0.50897,0
Bangalore,2019-11-04,2019,11,Post-Monsoon,139.9,482.9,23.7,32.4,158.9,32.5,3.37,1.7,160.1,475.5,Severe,0.0,Normal,-0.51398,1
Bangalore,2019-11-05,2019,11,Post-Monsoon,240.7,187.4,115.6,113.7,76.6,24.6,9.47,87.9,174.2,392.9,Very Poor,0.0,Normal,-0.51087,0
Bangalore,2019-11-06,2019,11,Post-Monsoon,469.1,216.6,15.8,117.3,87.3,7.7,3.56,60.0,138.1,177.8,Moderate,0.0,Normal,-0.50808,0
Bangalore,2019-11-07,2019,11,Post-Monsoon,334.4,530.7,87.1,113.9,9.9,26.0,0.54,1.4,196.3,484.4,Severe,0.0,Normal,-0.55173,0
Bangalore,2019-11-08,2019,11,Post-Monsoon,459.4,239.9,125.9,40.6,106.0,35.1,6.87,58.0,113.8,193.3,Moderate,0.0,Normal,-0.46633,0
Bangalore,2019-11-09,2019,11,Post-Monsoon,217.4,192.3,63.6,80.2,192.3,43.8,8.42,46.6,36.6,375.0,Very Poor,0.0,Normal,-0.48478,1
Bangalore,2019-11-10,2019,11,Post-Monsoon,382.7,99.5,43.1,122.2,148.6,15.3,6.43,53.6,14.4,155.3,Moderate,0.0,Normal,-0.49627,1
Bangalore,2019-11-11,2019,11,Post-Monsoon,389.4,341.4,179.2,138.6,5.7,36.7,0.35,69.9,7.5,291.4,Poor,1.0,Anomaly,-0.56238,0
Bangalore,2019-11-12,2019,11,Post-Monsoon,164.5,191.3,100.8,25.1,247.1,20.9,8.8,47.7,52.4,334.4,Very Poor,0.0,Normal,-0.50479,1
Bangalore,2019-11-13,2019,11,Post-Monsoon,95.4,520.2,54.7,17.1,115.5,3.2,8.65,24.9,157.9,216.0,Poor,0.0,Normal,-0.52897,0
Bangalore,2019-11-14,2019,11,Post-Monsoon,45.4,471.4,81.1,16.1,201.4,47.9,1.82,45.9,24.2,459.0,Severe,0.0,Normal,-0.53767,1
Bangalore,2019-11-15,2019,11,Post-Monsoon,91.8,13.1,94.0,119.1,17.3,26.8,4.84,53.9,186.2,244.7,Poor,0.0,Normal,-0.52085,0
Bangalore,2019-11-16,2019,11,Post-Monsoon,140.8,257.2,26.4,91.1,191.0,5.2,0.49,56.6,83.0,316.2,Very Poor,0.0,Normal,-0.49944,1
Bangalore,2019-11-17,2019,11,Post-Monsoon,343.2,43.2,16.6,147.2,243.1,26.0,8.5,22.9,93.1,493.2,Severe,0.0,Normal,-0.55196,1
Bangalore,2019-11-18,2019,11,Post-Monsoon,354.8,206.2,124.2,124.9,13.4,41.3,8.51,44.2,165.8,196.7,Moderate,0.0,Normal,-0.51115,0
Bangalore,2019-11-19,2019,11,Post-Monsoon,211.0,132.9,29.5,40.7,247.7,47.9,9.08,29.9,189.6,370.1,Very Poor,0.0,Normal,-0.55176,1
Bangalore,2019-11-20,2019,11,Post-Monsoon,405.9,596.3,73.2,85.8,145.8,15.7,2.14,24.5,139.0,157.1,Moderate,0.0,Normal,-0.49786,1
Bangalore,2019-11-21,2019,11,Post-Monsoon,200.5,368.0,101.8,148.8,133.4,14.3,5.42,71.0,138.6,362.0,Very Poor,0.0,Normal,-0.48184,1
Bangalore,2019-11-22,2019,11,Post-Monsoon,341.1,230.9,68.5,85.9,11.3,7.6,1.36,20.8,39.0,491.1,Severe,0.0,Normal,-0.50625,0
Bangalore,2019-11-23,2019,11,Post-Monsoon,297.1,595.6,168.2,57.3,164.0,27.4,8.3,0.3,181.2,447.1,Severe,0.0,Normal,-0.53665,1
Bangalore,2019-11-24,2019,11,Post-Monsoon,100.7,206.8,6.6,19.2,200.4,48.8,1.51,73.0,1.3,234.1,Poor,1.0,Anomaly,-0.57421,1
Bangalore,2019-11-25,2019,11,Post-Monsoon,99.1,583.4,86.8,47.7,47.7,23.5,3.15,57.7,37.7,228.7,Poor,0.0,Normal,-0.50382,0
Bangalore,2019-11-26,2019,11,Post-Monsoon,207.7,229.0,113.0,17.8,39.1,39.1,8.82,71.6,90.4,367.5,Very Poor,0.0,Normal,-0.49487,0
Bangalore,2019-11-27,2019,11,Post-Monsoon,447.7,273.7,161.9,29.0,138.5,47.5,8.81,92.8,162.3,223.7,Poor,0.0,Normal,-0.53277,1
Bangalore,2019-11-28,2019,11,Post-Monsoon,207.3,277.5,17.6,126.2,168.6,35.9,7.59,18.5,65.7,367.2,Very Poor,0.0,Normal,-0.5002,1
Bangalore,2019-11-29,2019,11,Post-Monsoon,11.5,377.9,7.1,87.2,33.5,13.7,8.81,11.2,47.2,334.7,Very Poor,0.0,Normal,-0.55138,0
Bangalore,2019-11-30,2019,11,Post-Monsoon,277.7,314.0,178.3,103.7,154.1,47.3,7.43,13.4,23.5,427.7,Severe,0.0,Normal,-0.51669,1
Bangalore,2019-12-01,2019,12,Post-Monsoon,206.1,85.7,107.8,126.7,171.1,28.1,6.4,73.1,178.5,366.3,Very Poor,0.0,Normal,-0.48348,1
Bangalore,2019-12-02,2019,12,Post-Monsoon,22.7,53.2,184.0,114.5,218.1,29.1,2.01,65.1,30.7,134.5,Moderate,0.0,Normal,-0.53181,1
Bangalore,2019-12-03,2019,12,Post-Monsoon,484.8,360.1,151.4,142.0,9.1,13.1,2.3,9.5,9.0,312.4,Very Poor,1.0,Anomaly,-0.5765,0
Bangalore,2019-12-04,2019,12,Post-Monsoon,78.2,572.9,152.9,6.5,55.7,33.1,0.19,38.2,100.7,159.7,Moderate,0.0,Normal,-0.54663,0
Bangalore,2019-12-05,2019,12,Post-Monsoon,20.4,149.6,37.7,89.1,175.6,26.2,7.36,33.3,77.4,166.9,Moderate,0.0,Normal,-0.49397,1
Bangalore,2019-12-06,2019,12,Post-Monsoon,352.1,128.6,178.5,35.1,245.8,10.5,0.23,20.2,154.2,179.6,Moderate,0.0,Normal,-0.54214,1
Bangalore,2019-12-07,2019,12,Post-Monsoon,137.2,55.9,81.4,140.9,25.7,17.7,4.37,79.8,31.5,313.4,Very Poor,0.0,Normal,-0.52278,0
