City,Date,Year,Season,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Cluster,Cluster_Description,PC1,PC2
Bangalore,2021-01-06,2021,Winter,17.4,572.2,57.4,72.4,236.1,3.8,2.83,88.2,134.6,150.6,Moderate,1,lowest average PM2.5 among clusters,1.346588820329133,-0.9964497554792983
Bangalore,2021-01-07,2021,Winter,259.1,482.4,182.3,67.1,55.5,41.8,9.7,35.4,143.9,474.7,Severe,0,highest average PM2.5 among clusters,0.32609208420582514,0.21517376757970474
Bangalore,2021-01-08,2021,Winter,434.8,57.2,103.4,106.9,53.6,34.2,9.83,1.9,177.5,222.6,Poor,0,highest average PM2.5 among clusters,-2.649810413486171,0.3136904522836232
Bangalore,2021-01-09,2021,Winter,22.6,140.8,97.7,75.3,124.6,30.0,8.61,22.7,26.1,182.6,Moderate,1,lowest average PM2.5 among clusters,0.056572013149506634,-1.185326148392813
Bangalore,2021-01-10,2021,Winter,498.5,199.5,120.0,89.7,79.6,24.5,3.88,46.0,195.7,268.8,Poor,0,highest average PM2.5 among clusters,-1.406855447535697,1.09492636247651
Bangalore,2021-01-11,2021,Winter,297.8,109.8,197.1,8.2,221.8,41.3,0.84,16.1,160.9,447.8,Severe,1,lowest average PM2.5 among clusters,-0.3090833975308552,-0.36281264437247823
Bangalore,2021-01-12,2021,Winter,68.5,541.9,85.3,120.7,9.0,15.8,6.53,42.7,161.4,190.2,Moderate,0,highest average PM2.5 among clusters,0.790456238826971,-0.5280975909886013
Bangalore,2021-01-13,2021,Winter,396.3,434.3,72.3,102.5,71.4,31.1,5.28,48.4,96.6,405.7,Severe,0,highest average PM2.5 among clusters,-0.17204820210875718,0.6245904140133245
Bangalore,2021-01-14,2021,Winter,141.1,47.6,49.7,14.5,65.3,14.0,6.61,82.3,97.2,316.4,Very Poor,0,highest average PM2.5 among clusters,0.061432679474864735,1.2822964232506093
Bangalore,2021-01-15,2021,Winter,472.7,155.1,174.4,141.8,95.3,35.0,0.75,49.7,10.0,161.8,Moderate,0,highest average PM2.5 among clusters,-0.11547657462504973,0.35378137310570257
Bangalore,2021-01-16,2021,Winter,0.6,565.0,36.4,139.6,81.5,26.0,5.31,14.7,71.3,159.6,Moderate,0,highest average PM2.5 among clusters,0.9508790743876516,-1.7867488436353427
Bangalore,2021-01-17,2021,Winter,268.1,54.3,24.5,145.8,215.7,13.1,0.98,77.2,98.2,418.1,Severe,1,lowest average PM2.5 among clusters,-1.1921279445889494,-0.15777307819625241
Bangalore,2021-01-18,2021,Winter,479.6,482.6,138.0,85.8,94.2,45.7,8.55,2.1,133.8,475.0,Severe,0,highest average PM2.5 among clusters,-0.9489086521131955,-0.013092062892862572
Bangalore,2021-01-19,2021,Winter,355.1,317.4,117.0,57.4,126.1,28.0,7.67,46.5,84.1,267.4,Poor,0,highest average PM2.5 among clusters,-0.36410782682774306,0.32051889057021254
Bangalore,2021-01-20,2021,Winter,344.2,385.4,66.8,136.0,150.7,27.9,1.17,99.9,131.8,494.2,Severe,1,lowest average PM2.5 among clusters,0.08596720501192036,0.9563237406160866
Bangalore,2021-01-21,2021,Winter,140.5,164.4,10.6,65.1,245.2,3.4,8.12,48.8,110.8,316.0,Very Poor,1,lowest average PM2.5 among clusters,-1.3277149565679796,-1.0373564366696864
Bangalore,2021-01-22,2021,Winter,412.6,418.1,115.3,143.9,152.9,4.2,2.74,61.7,51.8,385.1,Very Poor,1,lowest average PM2.5 among clusters,-0.1209099062948825,-0.518063979635664
Bangalore,2021-01-23,2021,Winter,41.2,266.8,1.5,131.2,90.2,26.4,6.39,83.6,69.4,216.8,Poor,0,highest average PM2.5 among clusters,0.3031019622942173,0.19838672107095387
Bangalore,2021-01-24,2021,Winter,87.5,100.8,194.1,85.5,97.8,19.3,2.48,80.0,36.5,191.5,Moderate,0,highest average PM2.5 among clusters,1.286432056415314,-0.06144070031597447
Bangalore,2021-01-25,2021,Winter,444.4,203.4,94.0,74.3,160.3,30.0,6.45,48.7,35.7,169.0,Moderate,1,lowest average PM2.5 among clusters,-0.8885980175712128,0.4249494864318592
Bangalore,2021-01-26,2021,Winter,343.2,384.9,190.7,132.5,71.0,41.2,8.79,44.6,177.9,493.2,Severe,0,highest average PM2.5 among clusters,-0.6722326682325289,0.2778221523636457
Bangalore,2021-01-27,2021,Winter,9.4,555.7,185.8,133.7,128.1,19.3,6.43,57.5,187.9,249.0,Poor,1,lowest average PM2.5 among clusters,0.9602465374955597,-1.3555103265205697
Bangalore,2021-01-28,2021,Winter,220.7,542.5,173.7,99.6,33.8,42.4,2.78,11.0,186.7,377.5,Very Poor,0,highest average PM2.5 among clusters,0.8502785169915216,-0.4312159585081459
Bangalore,2021-01-29,2021,Winter,13.0,301.2,98.0,65.0,145.6,29.2,8.35,13.6,8.2,251.2,Poor,1,lowest average PM2.5 among clusters,0.5992402307584664,-1.6734158691052845
Bangalore,2021-01-30,2021,Winter,369.5,390.2,78.8,91.1,232.7,4.7,1.48,83.8,146.8,350.1,Very Poor,1,lowest average PM2.5 among clusters,-0.345904417713597,0.03353017236935814
Bangalore,2021-01-31,2021,Winter,274.6,55.3,157.9,46.3,149.2,15.2,0.86,15.1,26.9,424.6,Severe,1,lowest average PM2.5 among clusters,0.057573039352816574,-0.9023735000982035
Bangalore,2021-02-01,2021,Winter,462.9,530.5,115.6,72.0,18.5,45.9,3.92,55.3,20.0,123.8,Moderate,0,highest average PM2.5 among clusters,1.1746039976515443,1.407977743371283
Bangalore,2021-02-02,2021,Winter,180.8,353.9,47.8,31.1,162.3,22.9,9.93,69.3,20.7,346.9,Very Poor,1,lowest average PM2.5 among clusters,0.3356816486365944,0.1521188713656975
Bangalore,2021-02-03,2021,Winter,14.5,489.8,89.4,69.8,46.8,11.2,6.54,24.5,124.6,485.4,Severe,0,highest average PM2.5 among clusters,1.0242776451326343,-1.1113078409524377
Bangalore,2021-02-04,2021,Winter,180.6,548.9,50.5,55.6,215.6,1.8,8.48,76.2,10.5,346.7,Very Poor,1,lowest average PM2.5 among clusters,0.7630531059358019,-0.7971452843103424
Bangalore,2021-02-05,2021,Winter,249.4,307.8,130.9,109.4,199.5,30.2,4.93,41.4,65.9,399.5,Very Poor,1,lowest average PM2.5 among clusters,-0.1683591146251734,-0.9192507709830705
Bangalore,2021-02-06,2021,Winter,326.8,350.1,98.5,47.5,233.7,39.6,3.43,66.4,169.1,476.8,Severe,1,lowest average PM2.5 among clusters,-0.297537014859621,0.5100442471775491
Bangalore,2021-02-07,2021,Winter,349.7,192.2,138.0,13.8,72.9,40.2,5.01,87.6,121.8,499.7,Severe,0,highest average PM2.5 among clusters,0.3747645981412999,2.1748223157668285
Bangalore,2021-02-08,2021,Winter,274.6,417.5,57.2,10.9,46.6,36.1,8.21,97.0,197.3,424.6,Severe,0,highest average PM2.5 among clusters,0.3420996750856866,2.4212104684199542
Bangalore,2021-02-09,2021,Winter,446.3,285.1,120.9,101.2,231.9,14.4,6.47,25.5,81.6,235.1,Poor,1,lowest average PM2.5 among clusters,-1.5117075894288887,-1.027753740140231
Bangalore,2021-02-10,2021,Winter,47.5,20.8,192.3,39.8,136.2,33.1,2.57,10.8,2.0,106.9,Moderate,1,lowest average PM2.5 among clusters,0.9478946875522403,-1.3381769060951156
Bangalore,2021-02-11,2021,Winter,4.1,549.9,6.5,22.6,182.1,43.5,8.06,78.9,106.8,175.7,Moderate,1,lowest average PM2.5 among clusters,1.2740239021727309,0.2739093491006813
Bangalore,2021-02-12,2021,Winter,372.5,378.2,18.7,108.0,15.5,14.3,0.35,4.3,17.9,335.1,Very Poor,0,highest average PM2.5 among clusters,0.2181723814798277,-0.38908303127179406
Bangalore,2021-02-13,2021,Winter,382.6,451.3,85.5,84.8,117.5,43.3,9.1,98.5,61.2,430.1,Severe,0,highest average PM2.5 among clusters,0.1797851923236918,1.6033246798052236
Bangalore,2021-02-14,2021,Winter,50.3,74.1,21.3,30.4,179.7,46.8,4.18,17.4,74.2,127.1,Moderate,1,lowest average PM2.5 among clusters,-0.1739106575478833,-0.5521860584531335
Bangalore,2021-02-15,2021,Winter,278.4,485.5,42.3,37.3,173.5,35.6,0.56,34.7,193.9,479.2,Severe,1,lowest average PM2.5 among clusters,0.21379795440466007,0.11724020408300609
Bangalore,2021-02-16,2021,Winter,282.7,208.5,177.2,116.4,63.9,28.4,1.2,52.1,46.9,432.7,Severe,0,highest average PM2.5 among clusters,0.6995395686425195,0.07900856146407559
Bangalore,2021-02-17,2021,Winter,272.8,56.5,109.9,58.7,182.8,46.4,6.41,57.2,177.1,422.8,Severe,1,lowest average PM2.5 among clusters,-1.2719536024820435,0.7677277730197903
Bangalore,2021-02-18,2021,Winter,129.8,80.5,56.6,43.2,97.6,35.4,7.18,63.4,89.5,307.8,Very Poor,0,highest average PM2.5 among clusters,-0.14700652647950202,0.8027432591937083
Bangalore,2021-02-19,2021,Winter,301.5,96.7,193.6,137.5,171.7,36.8,2.93,67.7,36.0,451.5,Severe,1,lowest average PM2.5 among clusters,-0.1088796608021006,-0.12177577183301974
Bangalore,2021-02-20,2021,Winter,107.8,372.5,175.5,126.3,76.8,46.8,5.73,19.5,101.5,327.9,Very Poor,0,highest average PM2.5 among clusters,0.6327448232464379,-0.9770444079083758
Bangalore,2021-02-21,2021,Winter,428.5,86.3,179.8,6.2,56.2,48.6,7.77,12.0,157.4,184.3,Moderate,0,highest average PM2.5 among clusters,-1.0876689283812564,1.1562400843884437
Bangalore,2021-02-22,2021,Winter,388.8,19.2,183.6,85.9,149.1,24.0,1.43,72.0,109.8,114.0,Moderate,1,lowest average PM2.5 among clusters,-0.5373427934869106,0.7255404760137923
Bangalore,2021-02-23,2021,Winter,119.2,522.2,97.0,147.9,67.4,37.7,9.04,51.8,99.3,297.3,Poor,0,highest average PM2.5 among clusters,0.4731905722562721,-0.43785848402971544
Bangalore,2021-02-24,2021,Winter,17.4,327.2,166.3,104.5,241.1,29.8,0.13,81.5,22.6,277.2,Poor,1,lowest average PM2.5 among clusters,1.8745589749926657,-1.192456480689579
Bangalore,2021-02-25,2021,Winter,123.4,237.5,177.8,21.8,4.1,15.5,5.41,40.3,163.4,302.8,Very Poor,0,highest average PM2.5 among clusters,0.808153733005651,0.2936296794549788
Bangalore,2021-02-26,2021,Winter,468.8,38.3,96.6,141.1,107.5,36.5,6.78,45.9,191.0,256.8,Poor,0,highest average PM2.5 among clusters,-2.557235619347868,0.9283063218979153
Bangalore,2021-02-27,2021,Winter,80.7,246.6,75.6,111.2,154.2,14.0,7.72,48.8,86.9,197.7,Moderate,1,lowest average PM2.5 among clusters,-0.32522690015297967,-1.072489965805802
Bangalore,2021-02-28,2021,Winter,132.3,378.0,179.4,56.6,108.6,38.4,4.23,52.4,195.4,334.8,Very Poor,0,highest average PM2.5 among clusters,0.808455149953317,0.09928830474122884
Bangalore,2021-03-01,2021,Winter,482.4,37.4,141.1,137.1,171.7,41.6,4.57,34.8,64.9,157.1,Moderate,1,lowest average PM2.5 among clusters,-1.7424175171317873,0.07412091761329397
Bangalore,2021-03-02,2021,Winter,164.0,255.6,194.9,73.7,217.2,11.9,3.85,41.7,29.3,334.0,Very Poor,1,lowest average PM2.5 among clusters,0.623406777037484,-1.6030071439006324
Bangalore,2021-03-03,2021,Winter,450.2,178.3,1.9,28.1,55.7,3.1,3.68,81.3,35.2,152.4,Moderate,0,highest average PM2.5 among clusters,-0.22450353757098937,1.8379370986838335
Bangalore,2021-03-04,2021,Winter,10.1,136.8,56.3,149.1,170.3,49.6,5.18,76.1,127.0,169.1,Moderate,1,lowest average PM2.5 among clusters,-0.2651273261063923,-0.11556375034180415
Bangalore,2021-03-05,2021,Winter,215.7,205.0,127.9,117.9,218.3,45.1,3.11,65.4,61.7,373.7,Very Poor,1,lowest average PM2.5 among clusters,0.043337108953431534,-0.2911747441413516
Bangalore,2021-03-06,2021,Winter,242.6,50.9,128.0,108.6,74.4,42.1,6.42,0.5,136.3,394.3,Very Poor,0,highest average PM2.5 among clusters,-1.3357100043007941,-0.4342226750511854
Bangalore,2021-03-07,2021,Winter,71.6,140.0,171.3,100.4,77.2,17.5,2.54,60.1,43.3,137.2,Moderate,0,highest average PM2.5 among clusters,1.1111426650806449,-0.5060056725033767
Bangalore,2021-03-08,2021,Winter,380.1,355.7,191.5,31.8,196.7,39.6,7.75,55.5,20.1,306.9,Very Poor,1,lowest average PM2.5 among clusters,0.36548788666456994,0.1772908407071857
Bangalore,2021-03-09,2021,Winter,393.8,510.8,100.5,33.1,82.9,32.5,6.18,40.0,155.7,181.8,Moderate,0,highest average PM2.5 among clusters,0.06660140910147794,0.8280489809022665
Bangalore,2021-03-10,2021,Winter,283.8,321.2,54.0,57.8,62.0,40.6,4.17,74.0,163.8,433.8,Severe,0,highest average PM2.5 among clusters,0.14897399546045273,1.6681145831715531
Bangalore,2021-03-11,2021,Winter,440.9,47.8,103.3,4.1,137.8,12.4,5.87,14.9,86.1,148.2,Moderate,1,lowest average PM2.5 among clusters,-1.3970202128163496,0.17127817889679178
Bangalore,2021-03-12,2021,Winter,403.1,370.2,176.1,98.6,82.0,42.1,5.98,95.4,14.7,325.1,Very Poor,0,highest average PM2.5 among clusters,0.8844240705935651,1.429351803742101
Bangalore,2021-03-13,2021,Winter,299.1,455.4,197.6,106.6,73.4,43.2,2.14,40.4,19.0,449.1,Severe,0,highest average PM2.5 among clusters,1.5072996503969471,-0.17707293126041787
Bangalore,2021-03-14,2021,Winter,196.3,338.1,70.2,35.6,204.1,48.2,7.3,16.7,165.5,358.8,Very Poor,1,lowest average PM2.5 among clusters,-0.671287977594261,-0.45915276716972014
Bangalore,2021-03-15,2021,Winter,434.2,324.0,3.1,101.0,28.2,24.7,5.29,11.8,114.9,274.0,Poor,0,highest average PM2.5 among clusters,-1.220135738459794,0.4290978219551986
Bangalore,2021-03-16,2021,Winter,163.5,586.8,130.4,133.6,87.6,31.3,9.37,9.8,143.9,333.6,Very Poor,0,highest average PM2.5 among clusters,-0.02814241796221994,-1.4142199015367707
Bangalore,2021-03-17,2021,Winter,129.6,144.1,130.2,132.5,163.5,38.0,0.73,90.4,22.6,307.6,Very Poor,1,lowest average PM2.5 among clusters,0.9582137290509436,0.05155390731854761
Bangalore,2021-03-18,2021,Winter,20.6,14.8,91.8,92.9,108.3,8.9,0.81,100.0,75.8,112.9,Moderate,0,highest average PM2.5 among clusters,0.8523201029092591,0.2993929088132291
Bangalore,2021-03-19,2021,Winter,230.1,136.1,81.3,4.0,75.3,30.8,2.13,2.8,86.0,384.7,Very Poor,0,highest average PM2.5 among clusters,0.15286633076629552,-0.017499677793658536
Bangalore,2021-03-20,2021,Winter,325.9,281.3,131.8,94.8,153.4,41.6,1.59,20.7,141.7,475.9,Severe,1,lowest average PM2.5 among clusters,-0.3916186503852808,-0.349325960709551
Bangalore,2021-03-21,2021,Winter,430.3,210.2,196.4,81.3,90.6,15.3,3.28,20.9,169.8,203.0,Poor,0,highest average PM2.5 among clusters,-0.8736401744548218,-0.1164111275764645
Bangalore,2021-03-22,2021,Winter,308.9,140.2,195.9,19.4,164.4,34.0,5.53,29.0,103.6,458.9,Severe,1,lowest average PM2.5 among clusters,-0.2884192752138555,-0.07141947413562721
Bangalore,2021-03-23,2021,Winter,376.3,539.7,143.0,104.0,19.5,39.2,4.21,64.7,18.5,127.4,Moderate,0,highest average PM2.5 among clusters,1.4327819679216396,0.9155911166135753
Bangalore,2021-03-24,2021,Winter,135.9,369.3,125.7,77.3,144.9,24.6,3.42,38.6,160.4,323.9,Very Poor,1,lowest average PM2.5 among clusters,0.3774528776665905,-0.7287295825424237
Bangalore,2021-03-25,2021,Winter,44.7,214.5,129.9,62.5,80.0,34.3,2.02,65.1,166.6,197.9,Moderate,0,highest average PM2.5 among clusters,0.9927007247499925,0.3871718062051133
Bangalore,2021-03-26,2021,Winter,17.9,25.5,56.9,120.3,0.2,0.1,6.29,77.0,138.2,156.0,Moderate,0,highest average PM2.5 among clusters,-0.28115886561910974,0.3158092246915148
Bangalore,2021-03-27,2021,Winter,401.4,161.9,91.5,92.2,44.3,13.5,7.81,97.4,150.1,173.6,Moderate,0,highest average PM2.5 among clusters,-1.0090579677437,1.90264766410759
Bangalore,2021-03-28,2021,Winter,446.3,46.7,132.7,133.7,28.4,30.4,0.32,28.5,2.2,153.7,Moderate,0,highest average PM2.5 among clusters,-0.35348072197203007,0.3825128887985001
Bangalore,2021-03-29,2021,Winter,178.9,144.2,17.2,135.0,87.5,30.1,4.63,2.8,35.2,345.4,Very Poor,0,highest average PM2.5 among clusters,-0.7884327976400939,-1.0639965714588624
Bangalore,2021-03-30,2021,Winter,297.9,116.6,71.9,36.1,95.1,42.3,1.98,65.4,31.2,447.9,Severe,0,highest average PM2.5 among clusters,0.502316695688226,1.3545937563191701
Bangalore,2021-03-31,2021,Winter,499.0,80.6,77.2,6.8,96.3,3.3,3.68,53.5,194.7,266.2,Poor,0,highest average PM2.5 among clusters,-1.5104430135888414,1.5169645002358862
Bangalore,2021-04-01,2021,Summer,350.8,433.6,23.4,22.2,85.3,28.7,0.69,87.5,119.9,404.7,Severe,0,highest average PM2.5 among clusters,0.9769742098896257,1.9135106654152045
Bangalore,2021-04-02,2021,Summer,240.2,560.8,6.7,12.0,151.8,27.4,6.92,18.7,180.4,392.5,Very Poor,1,lowest average PM2.5 among clusters,-0.21860909844943274,-0.21229522793999286
Bangalore,2021-04-03,2021,Summer,277.2,369.3,194.7,116.0,148.2,48.7,6.85,4.8,196.2,427.2,Severe,1,lowest average PM2.5 among clusters,-0.843932523431152,-0.9501258130856648
Bangalore,2021-04-04,2021,Summer,217.5,332.1,70.2,23.6,89.4,7.2,2.37,83.0,19.6,375.1,Very Poor,0,highest average PM2.5 among clusters,1.495126063049668,0.7096653757686896
Bangalore,2021-04-05,2021,Summer,404.9,328.4,84.4,79.2,26.7,24.7,1.98,4.2,41.2,278.4,Poor,0,highest average PM2.5 among clusters,0.10374758548659196,-0.05526664189818371
Bangalore,2021-04-06,2021,Summer,189.6,80.9,4.2,85.6,158.4,36.4,4.18,24.0,144.7,353.6,Very Poor,1,lowest average PM2.5 among clusters,-1.345207058821472,-0.22540383426401867
Bangalore,2021-04-07,2021,Summer,75.9,80.9,14.9,18.7,93.0,40.5,4.89,43.2,190.1,254.6,Poor,0,highest average PM2.5 among clusters,-0.4059836760868428,0.8236669718967325
Bangalore,2021-04-08,2021,Summer,279.1,297.6,198.5,75.9,77.4,43.8,9.65,87.0,81.8,429.1,Severe,0,highest average PM2.5 among clusters,0.46556995796744305,1.2288221030544553
Bangalore,2021-04-09,2021,Summer,272.4,417.7,179.9,13.3,138.6,28.3,1.98,80.1,91.3,422.4,Severe,1,lowest average PM2.5 among clusters,1.6474634180390095,0.768468436873627
Bangalore,2021-04-10,2021,Summer,494.5,265.5,184.9,60.7,58.9,33.9,9.5,91.3,23.7,215.5,Poor,0,highest average PM2.5 among clusters,0.06519734086420012,1.9386174716110602
Bangalore,2021-04-11,2021,Summer,459.6,519.6,19.4,89.7,186.7,17.2,2.42,82.1,48.3,109.7,Moderate,1,lowest average PM2.5 among clusters,0.14310141392432332,0.6262815023996188
Bangalore,2021-04-12,2021,Summer,240.8,19.6,84.5,147.3,29.5,8.3,8.29,27.4,107.7,392.9,Very Poor,0,highest average PM2.5 among clusters,-1.685275346506248,-0.40886193060544895
Bangalore,2021-04-13,2021,Summer,25.5,308.0,190.4,85.9,126.8,1.2,8.84,84.1,61.9,258.0,Poor,0,highest average PM2.5 among clusters,1.033833684196129,-0.8198309874659871
Bangalore,2021-04-14,2021,Summer,465.5,254.6,29.2,72.5,126.7,28.9,3.73,73.6,155.0,204.6,Poor,1,lowest average PM2.5 among clusters,-1.0605802489595664,1.6106525132186877
Bangalore,2021-04-15,2021,Summer,393.7,157.2,31.4,9.2,55.4,31.1,4.44,97.0,132.8,148.0,Moderate,0,highest average PM2.5 among clusters,-0.19046866551203795,2.81963612133703
Bangalore,2021-04-16,2021,Summer,407.1,329.8,198.9,52.1,189.5,26.1,4.05,35.2,122.4,279.8,Poor,1,lowest average PM2.5 among clusters,-0.24965939019499178,-0.298226907535085
Bangalore,2021-04-17,2021,Summer,334.3,434.5,3.0,138.8,203.1,22.5,2.99,44.4,137.7,484.3,Severe,1,lowest average PM2.5 among clusters,-0.98655864534372,-0.5693358957134356
Bangalore,2021-04-18,2021,Summer,69.8,123.1,158.6,119.2,165.8,7.6,3.71,4.8,184.2,239.6,Poor,1,lowest average PM2.5 among clusters,-0.8897345923551531,-2.197172004188099
Bangalore,2021-04-19,2021,Summer,305.2,164.1,132.0,140.3,116.5,19.5,0.14,82.5,44.3,455.2,Severe,0,highest average PM2.5 among clusters,0.33108291709356613,0.31678103384733036
Bangalore,2021-04-20,2021,Summer,87.3,316.2,172.4,48.3,58.5,21.7,3.14,62.3,66.1,266.2,Poor,0,highest average PM2.5 among clusters,1.8211559413219203,0.007442123296111409
Bangalore,2021-04-21,2021,Summer,207.0,72.6,146.3,99.0,106.5,16.8,6.25,38.6,187.7,367.0,Very Poor,0,highest average PM2.5 among clusters,-1.1864224521779951,-0.297404402985463
Bangalore,2021-04-22,2021,Summer,79.4,409.6,179.4,144.9,44.8,5.9,0.06,88.2,178.6,374.4,Very Poor,0,highest average PM2.5 among clusters,1.5072406340379658,-0.1708023167649016
Bangalore,2021-04-23,2021,Summer,430.5,505.1,118.1,121.3,216.2,0.5,8.23,0.5,150.5,177.8,Moderate,1,lowest average PM2.5 among clusters,-1.7699413419574628,-1.9668185387055521
Bangalore,2021-04-24,2021,Summer,280.0,428.0,2.3,17.5,54.0,25.3,6.83,38.1,181.8,430.0,Severe,0,highest average PM2.5 among clusters,-0.2814974146904546,0.9795003502722316
Bangalore,2021-04-25,2021,Summer,229.9,497.2,0.4,15.1,39.2,22.9,4.72,6.2,46.2,496.0,Severe,0,highest average PM2.5 among clusters,0.8529296742880376,-0.15358826648317248
Bangalore,2021-04-26,2021,Summer,418.5,546.9,24.7,18.7,21.3,26.0,2.45,64.9,186.3,244.9,Poor,0,highest average PM2.5 among clusters,0.5498115796239323,2.024493991830698
Bangalore,2021-04-27,2021,Summer,287.7,297.0,97.2,75.0,196.7,7.4,10.0,27.2,199.6,437.7,Severe,1,lowest average PM2.5 among clusters,-1.8412901772796302,-0.9171922584009671
Bangalore,2021-04-28,2021,Summer,54.9,468.3,21.0,3.1,93.0,7.6,9.29,34.1,46.8,454.5,Severe,0,highest average PM2.5 among clusters,0.9476243574489804,-0.6578307830880324
Bangalore,2021-04-29,2021,Summer,158.2,404.6,74.8,83.4,244.5,16.7,1.11,82.8,195.5,368.2,Very Poor,1,lowest average PM2.5 among clusters,0.23389488057342112,-0.3173188880343675
Bangalore,2021-04-30,2021,Summer,45.0,339.0,16.3,25.2,46.4,10.0,9.53,98.0,2.2,289.0,Poor,0,highest average PM2.5 among clusters,1.4148905327036654,0.9078675699013045
Bangalore,2021-05-01,2021,Summer,165.8,375.7,140.9,41.8,14.3,20.6,2.11,41.4,149.0,335.4,Very Poor,0,highest average PM2.5 among clusters,1.2718580251534641,0.29625270876337445
Bangalore,2021-05-02,2021,Summer,59.1,309.3,130.6,78.0,74.2,24.3,5.27,61.9,16.8,259.3,Poor,0,highest average PM2.5 among clusters,1.5102862155354841,-0.31499715191066663
Bangalore,2021-05-03,2021,Summer,360.2,554.3,48.7,66.9,17.6,7.9,0.56,14.5,165.8,196.7,Moderate,0,highest average PM2.5 among clusters,0.37346184343668076,0.0033484634052809467
Bangalore,2021-05-04,2021,Summer,140.2,440.7,79.7,45.7,161.0,47.6,4.49,74.6,119.8,414.9,Severe,1,lowest average PM2.5 among clusters,1.0639513387789883,0.5832375150941362
Bangalore,2021-05-05,2021,Summer,366.2,69.5,44.8,70.9,131.6,43.7,9.25,95.5,149.6,190.6,Moderate,1,lowest average PM2.5 among clusters,-1.5685399180598163,2.158524055516452
Bangalore,2021-05-06,2021,Summer,338.8,310.3,40.7,27.8,56.9,42.9,9.39,58.0,148.4,488.8,Severe,0,highest average PM2.5 among clusters,-0.5919175680479398,1.7706692750034712
Bangalore,2021-05-07,2021,Summer,19.6,168.9,45.4,81.9,246.9,26.7,1.8,62.6,194.8,266.5,Poor,1,lowest average PM2.5 among clusters,-0.32737434631425694,-0.6907744048701854
Bangalore,2021-05-08,2021,Summer,106.3,404.2,75.0,132.8,14.9,9.7,7.51,21.5,111.1,367.7,Very Poor,0,highest average PM2.5 among clusters,0.04896654378008428,-1.0571292611497694
Bangalore,2021-05-09,2021,Summer,408.8,51.5,136.6,97.1,184.6,37.0,3.82,6.5,58.0,122.6,Moderate,1,lowest average PM2.5 among clusters,-1.4227395927279427,-0.6795993718977474
Bangalore,2021-05-10,2021,Summer,256.1,412.6,192.8,118.1,173.2,6.9,9.45,91.5,50.8,406.1,Severe,1,lowest average PM2.5 among clusters,0.29294022360917377,-0.46785292617680985
Bangalore,2021-05-11,2021,Summer,288.7,414.1,51.0,6.3,42.6,49.8,4.32,76.2,82.0,438.7,Severe,0,highest average PM2.5 among clusters,1.2856052199848813,2.10647820225791
Bangalore,2021-05-12,2021,Summer,452.1,574.7,195.3,107.4,219.9,7.6,5.29,6.8,9.3,141.0,Moderate,1,lowest average PM2.5 among clusters,-0.01770397802732012,-2.139244439448481
Bangalore,2021-05-13,2021,Summer,482.6,533.9,163.9,109.1,74.6,31.6,3.54,73.6,31.1,129.1,Moderate,0,highest average PM2.5 among clusters,0.9609899960787781,0.8947466861766871
Bangalore,2021-05-14,2021,Summer,319.2,147.9,108.4,43.7,86.1,2.5,0.23,26.8,1.1,469.2,Severe,0,highest average PM2.5 among clusters,0.47357983567576073,-0.3667654545512204
Bangalore,2021-05-15,2021,Summer,456.5,73.9,187.3,94.2,248.2,28.1,6.18,96.5,34.5,152.1,Moderate,1,lowest average PM2.5 among clusters,-0.9062895069926276,0.6571871718702358
Bangalore,2021-05-16,2021,Summer,196.8,346.8,121.3,5.7,148.1,6.4,7.86,95.8,81.4,359.2,Very Poor,1,lowest average PM2.5 among clusters,0.83746592578948,0.6465024824574008
Bangalore,2021-05-17,2021,Summer,127.0,492.4,6.3,3.5,142.6,33.8,9.78,66.9,94.0,489.1,Severe,1,lowest average PM2.5 among clusters,0.6498842939831081,0.5908261722416486
Bangalore,2021-05-18,2021,Summer,381.9,363.8,24.2,103.8,84.0,30.5,5.03,35.2,4.5,317.0,Very Poor,0,highest average PM2.5 among clusters,-0.17344722208154,0.19640189248448317
Bangalore,2021-05-19,2021,Summer,381.1,353.5,152.1,91.6,147.4,47.9,8.74,0.9,129.0,304.1,Very Poor,1,lowest average PM2.5 among clusters,-1.1637184124586868,-0.5855152082975604
Bangalore,2021-05-20,2021,Summer,258.3,142.0,147.8,140.5,11.4,23.4,9.25,5.8,21.5,408.3,Severe,0,highest average PM2.5 among clusters,-0.7604855461880679,-0.8507454944939596
Bangalore,2021-05-21,2021,Summer,95.1,437.9,190.5,149.1,4.9,17.9,6.89,52.1,16.9,410.9,Severe,0,highest average PM2.5 among clusters,1.5195496698277198,-0.8704947464921043
Bangalore,2021-05-22,2021,Summer,186.5,488.8,142.1,85.3,138.1,36.7,9.13,4.1,196.0,483.9,Severe,1,lowest average PM2.5 among clusters,-0.5159994167716944,-1.1796184506475749
Bangalore,2021-05-23,2021,Summer,260.0,125.6,112.8,92.9,161.4,19.3,4.18,18.4,185.8,410.0,Severe,1,lowest average PM2.5 among clusters,-1.4212704518904111,-0.7751815510645212
Bangalore,2021-05-24,2021,Summer,374.6,2.6,55.0,139.9,50.1,46.9,0.38,58.9,27.7,159.9,Moderate,0,highest average PM2.5 among clusters,-0.46785119760984256,1.273646719022456
